RESTAURANTID,INSTALL_TYPE,BOOKED_TO_WORKABLE_DAYS
6c8d172a-0ab3-4ef4-8db0-710ccd0ea8cc,Self Service,19
ba4c0313-4571-44d9-a79a-ab4e95c1d036,Self Service,2
0e1094ed-8fc3-4ee0-8ace-cb44b9769a6c,Remote,10
eb32b5f1-aa97-4fd0-b51a-907430633ed2,Self Service,2
942cf0bc-88a0-44f6-a730-48732b4d21a0,Self Service,1
cdb1d3a3-8ea5-4985-bd1b-bc6b04672bfa,Self Service,62
70115db0-2671-4a39-9127-02a493fdb93f,Self Service,7
469da581-64d6-493e-9b46-2de6b5b5e6c5,Remote,18
e881a2df-cbbe-491b-a894-01d6415f78fa,Self Service,19
854ce0ef-3d2c-4fd8-a21d-f17aa2153c6f,Self Service,13
f6803599-5b7e-40a5-a93a-2ed43b6503cc,Self Service,21
f65fd465-fe67-42a7-b44b-68cce93eeba8,Self Service,6
b7263914-1ddf-4558-a8e1-2b6a5dc49a24,Self Service,1
d9919d95-9173-45e9-8528-7ce53f3f1be9,Remote,18
46ef2532-dc9a-447f-ae95-392ae3b3bcdd,Self Service,0
965a7e88-9c03-41a3-b9f1-f2bde15c6d2f,Self Service,18
0025725d-c569-4bbc-96f5-68cb9b77964c,Self Service,21
9619678a-e68f-4d1d-8d04-90330f1a42d6,Self Service,7
896ebc9f-d5d1-4781-bbbb-f250a633be86,Self Service,2
496ee1ca-a234-4e8d-8903-db52eefbcff7,Self Service,23
4e663fce-efdf-4e23-8461-84b5eb17ebd4,Self Service,13
45910c8a-b627-4512-84a2-fe11fda66db6,Self Service,1
ce512e57-c938-456c-bc86-5fcdc69a0464,Self Service,2
c306e676-aa69-4d53-9935-113eb266f4d5,Self Service,21
69bec6fa-c75b-4bbc-8850-259a61c9a82a,Self Service,12
cc579e5e-6818-41d8-bbf1-287f80805977,Self Service,69
a957caec-438f-4ad3-81da-21d2114e130e,Self Service,29
88728f44-0a5c-4803-88ab-ef2481e186ee,Self Service,5
824ebb6a-7ab7-4bc5-958b-7296657c21b3,Self Service,11
740f3b21-bb34-45a9-9b19-3a21e454664e,Self Service,3
8d2ecb68-1375-4ad6-a970-3a9baa0abc49,Self Service,14
4adbedfb-dfdd-4bb8-9ccd-b51f5da2a161,Self Service,5
23949c41-fe4f-45f1-a5ef-a1c1ff8b5560,Self Service,15
ee01c972-ba0b-4672-925f-f7ae453baea0,Self Service,14
1c83f8ad-9eb7-492d-aefd-cd2cebab461f,Self Service,0
5fb15340-a13e-44f8-9926-6b5b49f0062f,Self Service,20
adcb218d-b4d7-466b-ad9b-68f7305d85ff,Self Service,55
afaa3e69-6304-41b1-919c-2747c9035f55,Self Service,79
7f38d6a5-d126-4386-baba-ac01f2369a50,Self Service,2
22dac71a-200f-4e6d-9623-fb12fc05d3ec,Remote,56
465a3ac7-f637-4eb0-8302-f218f6f204ac,Remote,35
ee07296c-4d7e-403b-9369-e0a6f146268d,Remote,26
a707b7f0-565b-43fe-98c4-1a0988d1f05f,Self Service,8
341fc6bd-9c7b-464a-847f-a0f2f6698592,Self Service,25
1f562b5e-d6d0-4369-9c9a-67aec2413820,Self Service,99
f39c14ff-48b9-4b16-9a4e-8cb9b8565fb8,Self Service,7
1c5db81a-b880-4fe6-8453-318243a647bb,Self Service,1
a0dff4e5-00d9-4aa1-8e98-ac4103a70174,Remote,5
c3c48294-449b-46ea-b17e-7f948ee93917,Self Service,19
3d45f96a-6eca-4f67-bc16-67d0fe272737,Self Service,13
005dc5a6-920c-4f4a-b656-699a991ae19a,Self Service,6
c6080b54-51ab-47df-b59d-4cc34a1f0070,Self Service,1
91786073-0344-4f4d-b12a-89686557ef76,Self Service,13
b17f0163-94cd-4b83-9099-c2abb25b788b,Self Service,13
0720d65e-1243-4351-8a34-09cd59aabac0,Self Service,104
047f8e6c-7f5a-4190-b315-4a99a2858e8c,Self Service,4
f66e95a3-154e-4a52-89c2-a7a826086ced,Self Service,19
06677da8-51ea-4e59-94d4-825b1ef6626a,Self Service,11
84b77dac-6f7c-4da4-976c-ee023dd423e5,Self Service,13
4fa47757-bf17-46f3-bceb-f2e931841cef,Self Service,10
94629682-6dce-449f-8527-741188d6d03d,Self Service,7
49adac1f-f2f5-4d28-9b3a-9a1ab7bf545a,Self Service,6
1b6fcf9a-c0fd-4669-a52a-1e13edce4e74,Self Service,5
ad2ff457-f152-4e5f-bf27-b5457f559371,Self Service,42
b9402a5c-14e7-4367-b7ea-ad6d6c63caf1,Self Service,16
48f1a81b-f6de-47d0-9cf7-9f242d935b87,Self Service,6
3fb24c04-7902-4bb6-8524-399a89bf9d46,Self Service,2
959b70d7-51fb-4702-bd30-87b4653db162,Self Service,7
b91d4f3c-27f7-47bf-93ce-3ac6d8c4cea2,Self Service,7
e062cbae-d23d-4bca-8ac5-113c06ee3324,Self Service,21
8e46e99d-4f1a-4934-b499-10751f0c69bb,Self Service,1
52053628-9a57-4677-9f7e-729eb43967f6,Self Service,48
d01f034c-4877-462d-ae67-8c7f28051030,Self Service,27
2405081f-0a80-4434-9e8c-39c38e7bf88f,Self Service,6
1081c536-7c72-4cbf-93b9-00af7462cea3,Self Service,7
cf167fa5-53df-49bd-bd5b-eb072c34ec83,Self Service,24
b53f7c00-f909-4bf7-b171-64b3c44815a3,Self Service,29
0badedda-8091-433e-8aab-a5ff672a15c6,Self Service,11
c3a8b19c-98e6-4916-aff0-e3ee182b2df5,Self Service,11
7eb5776c-8884-4931-a707-12ba8eeae952,Self Service,84
eefa3127-7e1b-4909-9453-57cacc5c40a0,Self Service,0
b615a1f5-4634-4a4d-8361-4ea819076c30,Self Service,23
13060b26-8f9f-426e-b289-191b98f36e9a,Self Service,5
2fbb6334-f8e0-410f-8227-04c1cfea1c32,Self Service,2
fec8b393-fef4-4508-86c4-3371ef4bc32d,Self Service,5
c19c9595-75ec-4c65-b5da-3a6bbd6bc349,Self Service,18
b71f3ac3-2f0a-428d-af5a-70c56f1b3587,Self Service,9
dbb625fe-446c-43af-8cdb-633d7e4ff396,Self Service,30
e6f16d61-63ad-45ca-b8cb-ad56422a41de,Self Service,43
9b442378-d151-44e3-9960-ad0a5e6b66d2,Self Service,3
41f39251-f5ae-4ebe-84e2-5cbc8493ed1e,Self Service,48
22c29540-6b03-4305-ab5c-34bcef879cc3,Self Service,2
ff5f7818-68eb-45c5-b162-5e2f7d90e1c1,Self Service,34
85a20fdd-abec-4096-adbb-fbcd001956b6,Self Service,44
5a138784-e65c-43f3-bd41-e8778245ad98,Self Service,6
5770bbb0-23fe-4020-9cad-96e2e2b0d96e,Self Service,2
1fb466a7-41b2-4154-bbca-4e8bd31322d5,Self Service,0
4e1d2a19-56c1-47b1-aef0-b8096d38cf69,Self Service,9
9c2f2a94-b509-4130-87e3-e70a3f30a213,Self Service,12
4f5173fd-e88e-41f8-8855-0132590bcef7,Self Service,7
5f9e4a65-0aa2-4855-8663-4be14b51726a,Self Service,3
2085a114-a685-42fb-9aa3-8ed8807a5801,Remote,2
427cf5ed-aaa8-40d9-9c37-e059b35e3613,Self Service,1
b7f59f8e-0dde-4f54-93c5-9d5aa8053847,,43
ec666955-6bb2-459d-be02-5ab14ed77631,Remote,25
660748c2-06d3-4243-93b9-e5ee73ef2722,Self Service,3
9c76e0d2-c81b-4225-9950-57c62c748e55,Self Service,35
87930c53-a0d8-4ce4-8419-ff10ee7b2299,Self Service,1
a1f520ab-3bc9-4484-a07a-852507662fa7,Self Service,3
2799fe4e-cbdd-4f34-931c-1aa7604478b6,Self Service,76
81282fb1-269d-4411-bd37-a0e359c976f2,Self Service,4
8e9b5896-5fb4-40aa-a89b-9236e4e6ce23,Self Install,8
33c1bd56-4f5b-464a-aef1-ed1809d086e8,Self Service,3
7f96402d-a494-41d5-843c-ba4ef9301469,Self Service,21
5904b92e-5180-4980-960a-6547c33b4af2,Self Service,5
e33e40f3-aaa6-4e65-aa13-c9c1374bd57c,Self Service,4
1cb6a34f-482a-4e23-90eb-5d79b2abaee7,Self Service,4
bf658b9c-3cc4-4557-b0ba-b1ca224122dc,Self Service,3
3c950a99-04f2-401e-933a-c02f2cc2ce6b,Remote,7
76a2a624-d04b-4da9-a064-cc1723ed1739,Self Service,28
4a504b04-5ade-4ce8-89fa-06f6005899d0,Remote,52
65117d0e-8869-44ab-9ca4-6119d7558b47,Self Service,9
d998c7e6-2f88-4374-b925-cbc7fc59f36a,Self Service,4
def88136-1472-49d5-892e-924080d85186,Self Service,1
33959a42-edda-4d4b-b5be-1356545c2b3b,Self Service,13
ff93f193-d623-46e2-84c2-439f43e7560b,Self Service,25
441c2cf9-964c-4e50-a758-23877c183111,Self Service,13
c70e0961-04ed-40f2-a438-211b2c48936b,Self Service,6
82026c22-543f-4722-b9e0-a0e15679f003,Self Service,8
b07c3999-0b12-470d-9510-32a013b73e4b,Self Service,1
6517865c-9500-45a8-bce4-4dc48b8e49db,Self Service,16
fbaa3afe-ec77-41d9-a0e2-2e6c5b289e1c,Self Service,12
16c60f9a-593f-43ee-9737-09b6e015cc34,Self Service,127
afa09478-83c0-4fb3-abef-3ab8c9784865,Self Service,6
047a6246-907d-49c6-8c01-c822bb9b2293,Self Service,21
6ee9a02d-d31e-4c56-bbb0-dfabf546237e,Self Service,1
a2c5790e-b241-4f5e-b473-547d96f8b61c,Self Service,12
12d6bd3f-76f3-4018-a09d-566bd8df0ffc,Self Service,30
2ed1e845-bd15-41e3-9905-d27ef92d435f,Self Service,42
58397dfa-384a-4cfd-9358-83e062907621,Self Service,6
a2ce27a3-8bde-4ebf-8239-d6f3224dd8a6,Self Service,13
3d16420d-c11f-4103-9f26-cfa502279354,Self Service,32
aa31cd65-1a27-489c-a8c3-65187a24668f,Self Service,5
c76b66e2-8ba0-4993-b7c2-5c80e5858e7b,Self Service,8
63be8516-ab5a-422e-85c3-3ae07e9b12f9,Self Service,1
7ed5396c-d64c-46f0-a9c7-fb168b9048e7,Self Service,1
5510cc94-b419-4ede-bd93-1ca9f9a9897b,Self Service,98
49a93763-6953-4aca-8d61-d4e93194f811,Self Service,41
6f8e1551-5bab-472d-b3f9-7d3816ae683f,Self Service,9
5d55c47f-b77e-4185-aacc-06f2d5e97ed5,Self Service,17
2fd1465c-7f25-4ea7-9d76-09798a075627,Self Service,2
96f3fe80-13fc-4c02-b9dd-af6b6b4abff6,Self Service,4
cb61a07f-9fa9-4874-ba07-aeb970ec39bd,Self Service,67
08639a97-e912-4193-ac08-2c62f3627c5d,Self Service,0
ae5e715d-c79b-423a-b1a0-1d7952c8d77f,Self Service,14
be6b4dcb-f956-4301-8e7d-8dd50796be59,Self Service,41
3b0b76f5-68c9-47ab-8d9b-a6a523454a14,Self Service,14
6635cd10-f0f6-4c2a-8d19-420fee6cefe9,Self Service,202
7051c555-34c0-4b6d-a271-bae5603b9d0e,Self Service,0
38e17d35-81f0-4e1e-8aba-ceceb46af300,Self Service,0
9aa427bb-2029-471a-86d2-dcad846819f2,Self Service,1
65c4a422-8434-4a63-963c-201447765611,Self Service,3
ff890a55-529b-4aed-8ff6-19f0eb7f112b,Self Service,37
6ab140dd-91a9-4527-8b48-6a98b299549d,Self Service,4
53d8a4af-4093-4804-8e28-f50bb2e4b1ee,Self Service,11
800c055f-3b34-4f75-90b2-760d0bc54c67,Self Service,6
47661283-9f21-428f-8533-e9ec36735548,Self Service,64
1a4d3304-1cfa-43f7-bba5-59d28473b207,Self Service,7
20d8c497-c097-4473-8df4-cec4faedf7d3,Self Service,18
53259de4-4f9a-4ade-b98a-4b04ed759b0c,Self Service,11
85353ab7-dcb5-416b-a6ea-05d1592cf458,Self Service,12
75f3c713-312f-4027-883c-541766136f26,Self Service,9
31571e00-fbaf-4d78-acf9-ad5717c9485c,Self Service,0
62e04281-54d4-4c70-8953-310a86ec9c9f,Self Service,11
8581a352-c7ea-48c9-b3f3-2771f1185a74,Self Service,12
3fef7c54-e879-4208-9d15-178c2b382743,Self Service,29
273f2261-f4c2-47ad-bf55-b69208351f33,Self Service,22
73eb2800-4730-42a1-a38d-abc2366c6aad,Self Service,18
d4d791f7-c763-49c5-a14f-3b757da4bbcd,Self Service,1
70b84f47-e654-45fb-8fdb-d904707aec46,Self Service,13
05d8287a-8589-4292-a750-da9893e02042,Self Service,3
f957d079-f9bc-4a0c-96cb-ca7f0548d809,Self Service,4
3fc76e6c-50b5-4411-aca6-787e7dfc49d5,Self Service,9
e163d1be-e5d6-4a9b-a10f-a0f8c4542fbf,Self Service,7
720b188f-51ff-4692-bd19-66bb9c4a8645,Self Service,2
2222b780-d7c7-41f2-9b2f-51d8bfea7813,Self Service,21
7c2da8b9-c68e-44f4-938d-9f64d8dd7d6b,Self Service,59
80121746-61a4-4245-a6be-76891b5e6011,Remote,20
068cd822-213f-44a5-9c1a-274744455317,Self Service,20
b22e7290-9137-4a23-920c-58952eb125dd,Self Service,7
73ba57df-53fd-412c-95d5-8e4d0ade2931,Remote,2
9117e5ee-d15d-457d-8097-00fdb21af28d,Self Service,28
88464e97-c499-4b26-a45c-18254c117058,Self Service,10
eec8de85-0aa8-45d8-993b-738f561db36a,Self Service,17
e1cf1b37-7fe4-4339-baf5-ff7cbe76106f,Remote,4
4a4a4f42-672a-48d3-aefc-05c9bcca1f6f,Self Service,4
83448119-3217-4b8a-a60a-6427ba18c59c,Remote,10
dd84c8a0-bd25-4cd5-9e70-c2ffdffed983,Self Service,20
e6a7ae39-c5a0-45cf-bf01-feab4b4cc7b9,Self Service,8
1ca5924d-12ea-4ed9-8084-86fea3feeb2e,Self Service,15
6f375fe0-7ab8-4006-9b27-28c9ba4794b6,Self Service,7
8a5c1f44-0a1b-45da-af1b-1342748e1cd0,Self Service,42
299f9472-49aa-486d-80d0-25ec189d6f8a,Self Service,5
d17e04c9-36d2-42d4-9566-1e8b7d4b4ef6,Self Service,7
c5b76457-1c1b-4622-8c22-9b8c96077e29,Self Service,67
e5d495ff-3862-4c2f-afec-fc11ef251711,Self Service,22
a59bcd3a-854d-4975-b99f-4a151da9faf8,Self Service,15
b6dbe04d-5a98-47ce-b5ee-62776f21934b,Self Service,10
a8a2755b-7b39-4548-b80a-a7bb2429b2e9,Self Service,86
7eca800e-0e5f-4290-a6ad-e75a59aa917d,Self Install,4
f21e187b-5427-47ce-a5d9-bb0a7ebeae9e,Self Service,4
cd6f8f4f-9395-436d-920b-7a755a979013,Self Service,78
ee3550ce-958d-489e-9516-9212ef70e3d5,Self Service,17
e78302ec-85ef-4ace-ab4e-391da3e6826a,,13
8381b2d8-7ee2-4873-b03a-48fe6ffe80f5,Self Service,0
0d366034-21bf-4f20-a846-430851263537,Self Service,37
52954502-b838-4a3c-95f0-985710d5916e,Self Service,3
90e53133-2ae3-4c2d-8fbc-f78b469b711c,Self Service,26
817e7445-b831-46fb-980b-24e5b4c32938,Self Service,17
d086443d-0590-4317-bb57-4e710fe47581,Self Service,14
69e53f32-6196-4e0b-a657-d724f67dcd18,Self Service,6
a5b786ca-5fa4-4517-8b1b-94e9e4103809,Remote,18
ce2ba7d9-4489-482e-90d8-9d01e4b64b5c,Self Service,79
6f030fee-84f7-484f-862f-deb9af03ca0f,Self Service,8
eea9253b-0ed5-4924-914d-cea04e8b5410,Self Service,28
d52c6952-407f-4be7-a4be-922644dd60b1,Self Service,28
17a0d2ff-26ed-4a37-8b2d-5cd459075514,Self Service,4
3f1e8ddb-82e9-4cbf-9f6b-79390e8c105e,Self Service,22
6a5890ed-4468-499c-9ce5-6b18ae46f1d6,Self Service,25
27534f88-e1c3-42bf-b73e-1585533096ef,Self Service,19
90c64498-fa25-4f37-a299-978548963a7c,Self Service,12
a354278b-a30f-4858-85cd-6845c482baf1,Self Service,1
f906a863-917c-4287-950d-3d665f314e5b,Self Service,6
980531ce-8740-465b-8ea3-3d71cc37f971,Self Service,106
8c765ab2-d929-46f3-96bf-331a3f16faec,Self Service,50
104c3b55-7aff-40cf-b156-2d08110285da,Self Service,7
bab6282e-6167-4821-aad8-f059d12ba74d,Self Service,7
17ff5e8f-0057-4644-bbe0-e6ec833cceb4,Self Service,13
3cfe4c20-2901-48f3-b091-91645d650f18,Self Service,17
c55fa0d8-99c7-4798-a5ff-46b86845e344,Self Service,11
1c0e7085-89df-4fa8-9398-9f6d1ad0c068,Self Service,16
87883870-4550-4a3c-b817-e2709fc264a5,Self Service,19
fc79934e-b573-4576-993c-cb7e8d6c7762,Self Service,13
812aafc0-5b37-445d-bca7-7dfe5ebbeacf,Self Service,1
a3762507-8e97-47ca-bb95-a8d137cf183d,Self Service,27
f0fc91ba-3925-4331-a6d8-4b72f3cc5a22,Self Service,6
800e73d0-91ea-4b88-9e64-52c6a7bf613d,Self Service,0
b148ee77-1e4e-4d2b-84cf-4265f1d569ca,Self Service,5
477792ce-a755-4dac-8660-fe43e06a6154,Self Service,18
fc168794-b3f5-4ab1-9d46-0ad058dc7d36,Self Service,30
6be7f87d-5a52-4f72-aa74-cd341491b3a5,Self Service,1
915e5d53-6a08-43b4-82bb-b96a1403e4d1,Self Service,69
4df22917-8b92-43a0-9d06-82c5c44265cd,Self Install,35
03786c63-7c6b-45dc-a3eb-83f000201f9e,Self Service,66
a84e436f-8c7e-49f6-b0bb-13aa0282d2cd,Self Service,0
a132282e-983a-4e4a-b342-c88a1ed8a2e8,Self Service,6
a75d4e5d-8e4b-4abd-bdf0-288cb7086215,Self Service,2
419fb371-7993-4438-882a-bf3d785e2c53,Remote,21
7553749c-138a-477b-b747-4f49c0ac2851,Self Service,7
bdc70fd1-b351-49b4-80b7-cc785b314ff5,Remote,0
291bf400-d26e-4c42-885d-970862f1e966,Self Install,31
e37fe02e-b843-4c3c-9b1b-c01705b757ca,Self Service,5
22bc1495-8bbe-4e08-bf44-e9e3c1caf88d,Self Service,2
bca02573-33bd-47e9-afe6-ab04461a8e19,Self Service,20
b2e8a988-33cc-4873-9d14-ae7cd2327a5a,Self Service,27
fac1108d-5c75-436e-a8c0-10f2f8a9656a,Self Service,3
90d6803f-e4b3-4386-8699-f6909567c3fa,Self Service,2
6113907c-e30f-4c5d-8d0c-da840c6ae7d7,Self Service,2
d0265a77-6791-479b-ab30-f8450a38066b,Self Install,1
9addce63-7f59-43ea-b6d5-bfe02f7fa560,Self Service,7
5e0b44bb-cb9f-4a75-8210-43cc42b38dec,Self Service,1
3c09f7e0-8daa-4772-bda1-f41df236184e,Self Service,23
a2816f96-736b-463a-8012-dbe7e8e7583e,Self Service,3
005ed62a-7960-4dac-bed0-7d2799c009ac,Self Service,150
d1cbe367-a259-4397-a117-2e8cf2ff69d2,Self Service,4
42128f92-26d5-4393-9a3b-529318457e74,Self Service,1
e85d74cd-1355-4d6c-8529-8b09e98a6a86,Self Service,33
bc3c5d01-2fc7-4d73-a2c9-98366131fb11,Remote,8
fb169446-5503-437f-a199-129679a01ac8,Self Service,9
e9b4a832-68fd-47a5-80b2-b6734dc992fc,Self Service,6
48f657af-7f1b-4d81-be5f-414edf91bcc8,Remote,32
1b3a4536-6ac7-4395-9297-f301453ac7cd,Self Service,1
37ac83a7-196a-40f4-a871-f6bf3133f36b,Self Service,6
0dc7cbb3-8569-4211-a653-785337b3987b,Self Service,36
5b5e91b0-6599-4689-902a-1ab1e8013b4c,Self Service,167
e8d5fd08-e5ac-43fd-a1e6-2d3c2d032961,Self Service,6
425e225f-4991-4b94-97a7-ec9d05137347,Self Service,0
427a7dbf-c86f-4f8c-9c2d-3ba990a72937,Self Service,15
6da93bea-fefa-47a4-bb08-d6d3e2aa1c18,Self Service,24
b28af545-501d-40dd-b9f9-a96438f04764,Self Service,4
298321cb-a1d9-4ac3-84bd-f4cfdde5e719,Self Service,133
08546af1-3aa4-4a9e-9371-8a3694af5878,Self Service,7
cfe58db2-fdd2-437b-b87c-a9e2379d3af4,Self Service,112
31850c18-833b-4de2-8a94-625cb0bbd0a3,Self Service,41
716330c6-1d0f-4b8f-b7b6-159807176660,Self Service,11
5de1e76f-3c71-4cdc-a054-43e83f987b62,Self Service,1
b5365f15-2b69-4d39-bc3c-7e101a96cb58,Self Service,6
6f261ba9-5039-4cea-9486-b54ae15a86fb,Self Service,14
cfa3f848-2289-4bd8-a5fd-9731b47e20c2,Self Service,15
d18d7bf6-b4bc-4d7b-9eb4-efa0cb57cb86,Self Service,7
2a1b4ea9-2460-47db-a294-2a592b56c2c6,Self Service,3
6ede2d82-1c79-40c2-a6e1-9a1962b1df25,Self Service,42
dce390b1-8e15-4ea2-9fb9-c1e3dbb3f68c,Self Service,1
e64e8649-0846-4808-a4fb-26dc680796aa,Self Service,7
dae01f6a-2d15-47b1-8a38-faf56b72e480,Remote,5
60c0d367-1235-48f6-b2ec-37cf1f839215,Self Service,39
db7b9a4a-478a-43d5-b794-02451d5f6d5c,Self Service,7
80dca889-e492-4a40-a3d4-ce901ee788e2,Self Service,32
d3f56410-807b-406d-a490-6f73efa59823,Self Service,1
0b405a57-d7d1-41ed-81e3-64be67463165,Self Service,2
dee2ca2f-95c7-4e53-a357-b4412a119959,Self Service,5
e57c9a0e-1f67-4258-8e75-9dad831a26ca,Self Service,8
8ade6e7f-67c4-47f0-b3d4-b40eff33eeae,Self Service,39
8191d0cb-fa05-4562-88a5-c66a5cffbbd9,Self Service,6
ace400ec-7ee5-4b90-a652-d5301869e930,Self Service,92
df43de34-29c9-43ae-b184-5abf816b9252,Self Service,6
3986e747-3175-429f-a4aa-4bc2f4513858,Self Service,1
f0ccc352-30c8-4fdf-bcda-752237265780,Self Service,1
578b1cbe-8d0d-4dd8-995d-e3e410899095,Self Service,41
f1355416-7683-4143-8031-14e525867a27,Self Service,0
490235ea-f454-4cb0-9e81-45a81db5e164,Self Service,285
69a00f23-3d90-44f4-acd5-833bfe7d3276,Self Service,4
b85adc84-7d06-4929-be72-40019896ef47,Remote,32
1cfa7f13-4d78-4508-87ba-48070d468a99,Self Service,28
f1eb508c-8638-409a-81a8-8e381b029aaa,,22
37104e6f-b51d-4537-a58f-47e47b91bcc6,Self Service,92
8817323c-3f44-4e7c-b3a2-5f867e51e503,Self Service,22
03c38cd9-eb52-4fe0-a009-9fa160b9ab60,Self Service,76
29db9ce4-1204-4a21-952e-cb1ee2c58aac,Self Service,6
d08b11df-888d-4ba0-ae57-339cc516c15e,Self Service,29
11f1a110-b0b3-4334-8f37-1e91b95aa9cf,Self Service,1
0b30dc36-56be-4331-95cb-a06e71dfabe8,Self Service,1
0e757f99-2c58-4289-9545-5bfcdbbee7f2,Self Service,26
53ea26d4-30c4-4f6c-85dd-4e88f9a51f9d,Self Service,42
1c6da035-0963-414b-8c1d-64cbae0a50c1,Remote,49
254b7fc4-22ae-4fc8-89e9-62cf0c0e4907,Self Service,115
e958ea7e-5072-48db-a0a9-4b0e8d135bbd,Self Service,22
e51230a1-eaf8-413d-824f-06a7b685112c,Remote,9
f4029d46-3078-4246-800b-0c6eed2100ce,Self Service,75
1266bca6-0d47-4929-9cf9-06be1c97def5,Self Service,2
9fe2f30e-8173-42b1-9f03-6a92d1600f77,Self Service,6
d5f78cec-37e9-4ce9-b1f8-7bdc93e690df,Self Service,14
ccf9f4dd-a6d7-46f0-a1fd-7f1d456383d2,Self Service,64
e18487a2-5e42-45c3-9892-620015c3bfa5,Self Service,4
33003b73-72df-483e-984b-b3bd80d3b4ed,Self Service,42
538ca239-1f52-4220-88ac-1300764a3b39,Remote,27
a50e1c51-4896-498f-93b5-986870117214,Self Service,64
96abc305-6571-4877-a860-f026874305b8,Self Service,7
41ee1d70-81db-488a-8566-df6001438f26,Self Service,0
4fecc8fc-d3d2-4ba2-8965-51a85dc2648c,Self Service,9
58cd262e-8685-45be-bbae-e3747864d225,Self Service,25
e10e0e17-f6d4-45c6-a70e-996b7594e3cb,Self Service,1
07d4dcf0-38c3-4495-b9bf-c04a9d1a37fb,Self Service,84
264f3bcd-47c2-44fc-9435-da0248372bfa,Self Service,13
018f8773-33b9-4442-803f-6a8f0bca80b1,Remote,38
18160731-9071-4280-8447-5abc04d17d55,Self Service,13
854fb46e-d346-4acf-9837-220b6408f9c8,Self Service,1
0a2c52cc-99df-47a3-b2b9-32a1af57c565,Self Service,5
92cdb309-9c48-4700-a842-aa77f7eb8efa,Self Service,38
303ec52b-e890-4bc5-bbd4-85a7d360061e,Self Service,66
aac58f26-278c-4566-abf2-5d84379441b9,Self Service,19
f05fd90b-afe1-4c00-b11f-49ceda700dca,Self Service,19
bb6e9b62-cfc9-424e-afc3-3e24c530bbd0,Self Service,22
594be006-55c9-4c05-ac53-558d7e2660bd,Self Service,14
504e699e-53a5-4603-90c9-07e59abe09fa,Self Service,7
b18d7aa3-8fc6-4910-8573-68e176b8b2ba,Self Service,0
78f2ca55-9ffc-4227-9c95-146ffc25dbbe,Self Service,20
f0f4beca-a8d5-49c2-9981-d2716e43fadf,Self Service,7
4a6033e6-11c0-4973-ba10-898028dfb13d,Self Service,0
580daafb-4e8c-4bc7-b8ca-d4458f652fbe,Self Service,21
270e179c-3c4c-43c8-8177-53da488b1b99,Self Service,7
5b9995dd-d182-4c70-93c8-0263f3872317,Self Service,1
2328ec45-39e3-43aa-a39e-79d33dfa2c50,Self Service,2
fae9b47a-119e-452a-b733-97888ea7935e,Remote,8
ccdd102a-9d27-4ab2-97ac-9cf909e724a1,Self Service,1
deccc03f-deb2-4549-b826-000b288e92a8,Self Service,0
5d590c43-f687-420e-9045-e6bd94e05276,Self Service,49
098e768f-d1c2-424e-858f-97e56e1d4402,Self Service,11
dd18f316-0e9f-45a1-93ac-aab152e9fb50,Self Service,6
528cde32-e276-4cb7-a95c-35c5211762bf,Self Install,48
b622903d-0908-4167-9641-0411f43673d9,Self Service,3
b43cd48e-7251-4232-8e13-bbcedc4239ed,Self Service,12
b23abecc-91a6-413e-a2cb-b45dac557512,Self Service,11
c2f584f7-82d0-4f08-8e2c-0e76c39f415b,Self Service,19
487d99b9-34df-4c1e-8fce-feb980da21d3,Self Service,7
41ca3cf0-b845-4b3c-9b72-a2f12d82c080,Self Service,12
42e1d4c7-6f1e-4393-8350-d45345d3c506,Self Service,63
06efbccd-5f12-4b89-b4ca-e86b292d6a3f,Self Service,24
bd8eabdb-20be-4e5f-9f18-c4c7519b1261,Self Service,19
e8976083-39a3-4e76-949b-73c239dec67b,Self Service,8
8ff164be-d827-4b07-9007-68e0d76556af,Self Service,6
b04f885f-5e04-497c-a59d-16a97449dda4,Self Service,6
3d54ddff-24f5-4b71-bb4f-4db7eb3085a9,Self Service,17
49ab2cc9-9a1f-4373-be82-37bc1b3d7939,Self Service,1
43867058-74a7-43e0-814d-3ad8785bc703,Self Service,13
08263208-babc-4ccd-b94e-6b61e710fd78,Self Service,5
63fada56-5944-4448-aed9-7c40df4c7bbf,Self Service,8
91babe66-167a-49e3-97bf-8da86295fe1e,Self Service,8
3c5b1ab6-f571-49a3-8407-8cab6e0207a2,Self Service,7
2dfbc1c8-abcb-4a7d-bb16-cf9880297279,Self Service,3
c508271b-d286-4f93-8542-79902a77acbd,Self Service,6
e8e894e2-fe4c-480e-b9c4-df4dc7f7d7ea,Self Service,9
7a9765d0-26a3-4d88-b36e-9d0bcb254add,Self Service,34
342f374a-0bf9-4336-92c8-073ed17d4ea4,Self Service,12
c1ebc38f-a26b-4aaf-b283-b65a97edcf5c,Self Service,0
5146eadf-92ca-4bf7-bcfc-8f8c6e4d32ab,Self Service,26
4149e3c0-03de-4c04-b2f9-145101ce4e87,Self Service,35
ea237785-9472-446b-91c1-e3742a7b46af,Self Service,35
01c018db-b8be-4ec5-bb7e-9c2051627c07,Self Service,77
c1982223-d564-4b39-8c3c-280231bc4003,Self Install,3
8e61bc87-7a26-4d54-9228-ed16d9ee0f2b,Self Service,0
ac760d76-9d65-4eb9-9ea9-3804a6dc2985,Self Service,42
