RESTAURANTID,INSTALL_TYPE,BOOKED_TO_WORKABLE_DAYS
1ac0ce9c-81ee-46ad-bf38-fe72d1eff2a8,Self Service,0
fa8b452a-f564-4024-bd1b-1428b936abee,Self Service,55
0d2c5b86-ce20-48f8-a645-7113aec012fc,Self Service,1
7ed5a27a-9408-476c-882e-d5c7e2158b12,Self Service,26
7808d711-9086-48a2-9f0c-2a66a267cfc1,Self Service,3
347da24b-4f1b-457c-83f7-a6abc68465bf,Self Service,27
6ad663e4-00ac-4b00-bc34-4f34c8c5bccf,Self Service,1
8dedfe54-3c46-4588-94db-ce483440e86a,Self Service,15
922fbaca-b8ef-4515-8471-c4ecc702da37,Self Service,28
9c4f3087-5d19-41b2-a827-2597f70c449a,Self Service,4
dfe7f0c3-81e3-45ad-8835-345d852e6a5a,Self Service,7
daf120a8-9b56-452e-be44-6f57ed4c9c70,Self Service,5
8c2eb4dd-4a49-462d-9875-2b7f26df0a56,Self Service,40
2f1a9f33-f475-4b0f-a874-c7574e66b089,Self Service,1
b596f325-9475-4367-a6ba-ab5e7acfb3bf,Self Service,52
0ca27ea4-a657-4dbb-bcbe-39b5c44ffd9d,Self Service,7
2ca6f9ba-3d42-43cb-8753-561d64a5f71f,Self Service,7
0070ede3-d350-47b6-a56a-72320b7c95cb,Self Service,2
129bc3d0-5b6f-4c8b-b442-23c7cb0ea030,Self Service,13
a88a094c-5d2a-413f-a5d1-dd24b9b11ae2,Self Service,5
8c0935bd-6033-4aa1-b956-59c53bf22f6c,Self Service,13
7abed9bf-c42a-4cc2-90ef-b0542ae4a743,Self Service,59
4b89e45f-3942-4323-b16d-b652226d6a7f,Self Service,0
3c347fc0-a7b7-4389-81b0-059061a27c46,Self Service,8
6799f515-44d9-4a29-b4cd-b7b0ae3871bd,Self Service,7
059d9a2c-73f6-40a2-8f3d-27dbb8fd64ff,Self Service,0
41ec9a2d-ab47-4e59-be4b-610a95bb7c3a,Self Service,30
fd2b1fc4-8c77-4eb9-8771-54d5822d3366,Self Service,0
56632cc5-6507-430e-b6e2-acee8fc6ae03,Self Service,10
feb7fa8d-cb6a-4dcb-9b61-40288cec81e5,Self Service,22
f68db7d8-11d3-4a24-a2eb-f2fd3e57ef37,Self Service,13
4b42c718-dbac-48ea-86c3-26834917e5cb,Self Service,7
15ec5c9b-9828-4767-aa22-5f20fb87c838,Self Service,13
03673318-5407-451e-983c-2bd8c7f4bb71,Self Service,7
4ea9b0c2-491f-4aff-b9ed-73daee557735,Self Service,7
48e56e34-d009-4185-8adb-2ce09c4f2265,Self Service,9
e76a4ad5-556b-4ab2-9569-6edccfb102d1,Remote,1
29e01a4e-00df-4627-9b96-536891db929b,Self Service,1
39a48a7a-c56c-48b1-a7c8-8ca911627f8f,Self Service,4
c65fb9a4-390c-4ed0-bfb4-1d0311342ad8,Self Service,12
1da30441-675f-482d-9c43-e8435d80dc77,Self Service,8
56733758-5fab-4b51-aecb-2a8b22308d2c,Self Service,3
8855f5e0-cc12-4f69-a89c-ccad4fe2cf32,Self Service,13
c9879c8e-73cf-4227-8667-7d16aa64061f,Self Service,1
cdb8a502-a40f-463c-8b6e-7495e0677618,Remote,3
d2361510-3c6e-4b08-936c-aef24d0a28e0,Self Service,4
f5caddb3-06e6-461d-9a9a-a151270ab797,Self Service,7
4292a287-430d-4fec-8b42-98f096c36115,Self Service,155
c6243c32-ea25-464e-bc70-28c44cecef54,Self Service,13
0ff901b5-b39d-44b3-99af-6f3776e05389,Remote,3
868b8d56-73e6-44c7-8dcf-3328d3f3c891,Self Service,6
8624d6f3-84e6-419e-8169-8235171794df,Self Service,2
d1ad9e1f-2f6f-4357-b6e0-13b5eddcd94c,Self Service,9
8b8f3dc5-c499-4880-af13-19e7e7ec1f83,Self Service,5
2852c048-3fae-4cc1-b3b9-5e23c2a423ab,Remote,35
b09f5a42-e7e6-4944-b7c4-71f9ef582a10,Self Service,1
b93fc832-01ff-46dd-92ce-65cc22c8b8d5,Self Service,8
cd1ae824-972a-4dd8-a86b-948e1d89c301,Self Service,3
14f82d51-6485-4b97-8445-d57d573babed,Self Service,13
54afd56f-1387-4b54-8378-8cbb67ce15f8,Self Service,8
550522cd-2015-49eb-9f32-cf7f75e63fd2,Self Service,36
df5119c9-a05d-4836-8540-31475c284ef7,Self Service,7
14a3a36d-0c11-461f-9166-c64ac4937344,Self Service,0
ea3b19df-b0ff-4d06-828e-a89ca6abf9c4,Self Service,8
f62a5837-8b80-486b-9e06-f9b900c1378c,Self Service,1
aaa97cf2-d24c-4a35-8f2c-3ab9521c309d,Self Service,44
7f233816-79d0-49b9-99d4-bb735d9513c2,Self Service,13
dc0faf41-2e34-46c8-8853-7b1aee44fcbb,Self Install,4
e8566ef6-6072-436e-a3be-afc77c91d41c,Self Service,56
4e260c71-4470-4809-acf0-6233db0028e5,Self Service,20
97289d51-f473-467a-971b-61d73a22d0ff,Self Service,11
39ada4b8-2c76-4dc2-9fc2-2f812bf942f9,Self Service,5
d66ddc8e-741f-4a71-a9fb-e5f7a8ff4d90,Self Service,15
073888e0-9097-48a4-a9b5-1243aeb94b6b,Self Service,5
e4a1180c-d59e-47cf-a9ee-db46b79d4eb0,Remote,112
e9a0dfba-cda8-428f-86d5-018e72de2b71,Self Service,18
94b0dec1-57a0-42dc-8801-322457f97390,Remote,6
3c46580d-40ad-4bab-b4b4-cc4b03916645,Self Service,2
2cb8a016-e8bd-4bc4-b223-4c18c6604c17,Self Service,10
733b46f9-312b-4a1c-9dce-01b0cd19be57,Self Service,8
76220170-6087-494f-9ea2-663bedfc7ad1,Self Service,48
38d1c3f8-6dde-477d-95a0-e7ca6654e5d0,Self Service,21
64cf5484-904f-42e9-9e94-e8858beb4bfd,Self Service,7
7391685f-8799-4d92-ac3a-8d3c7699844c,Remote,1
962ee5e8-1575-43b0-beba-3af0f267bfc4,Self Service,29
539a39b7-9bc7-455b-a682-41be263c417d,Self Service,26
ad1a861b-dcc7-453f-8d77-3f4e8ee7c1c9,Self Service,8
0801cd02-0931-4b19-8198-910e597f3d43,Self Service,19
904dedaa-a5d7-4684-8c5c-16254d5111f3,Self Service,2
5eb09063-e7ad-49a1-8093-a16a77662372,Self Service,10
a7bd79d2-d500-4ce4-b4e9-3dd745024392,Self Service,17
fb1fcf57-5097-4ae8-acb4-2162bd94291d,Self Service,17
7b2609d3-5189-4ad3-83b3-0cfa762a2052,Self Service,31
97198fc5-a6d2-4b0e-a565-7a4cfe473ebb,Self Service,3
48c1a142-0252-4126-84b4-f99e4f62e44c,Self Service,7
e0a563d1-7fa5-4a42-ada6-5e80f7ee2999,Self Service,1
0f484183-8e2d-4a99-b7cd-3fad269cfe46,Self Service,10
66bdf786-c4b9-4c38-b166-4c54e67fe603,Self Service,0
703ffbd8-f902-4c46-ab76-00f226e0c6c7,Self Service,16
9fda8bd6-068d-4335-8a1a-cd91bb2bdb3c,Self Service,20
57c05e8f-abd6-44b8-bc0e-0cc757b60564,Self Service,3
c105e87b-a254-4e85-849c-54113e397041,Self Service,5
9498c045-ed3e-457e-883a-4f639f2ca3f5,Self Service,18
59ac03c6-e2f2-4e01-bc04-bc24a5f8cc0b,Self Service,6
d356434b-5963-4238-9f07-bdb7829015fe,Self Service,4
78201fed-18e1-465f-a38b-3c85ed8f8f79,Self Service,13
3b63917a-bf5f-427e-be9c-2117cbb77c3c,Self Service,6
237dc62d-1dcb-46f9-a16f-d3647e7d6d5b,Self Service,0
8d6208c1-7c5d-4f2a-b30f-2bfcc7c51cf1,Self Service,22
950cc71d-5905-48b2-b038-98b1ba599df1,Self Service,17
887552ad-8597-4f1b-855f-112072ce73b1,Self Service,14
a0c65340-04e5-43d5-a254-ca4d64eca64a,Remote,0
24c13841-8c8f-4715-bd36-f5e11dae09e1,Self Service,1
2c50cdb7-2564-422b-bd8c-aa06d18320d9,Self Service,9
19cfd98f-1ca6-44ba-86c6-1be358fcf8f2,Self Service,15
979c95a9-6bad-455e-a0d2-bb2f9fb573f0,Self Service,7
f440f8b3-8ac9-4913-a3be-4795ab0b09ae,Self Install,6
13620580-ece7-41ac-ae24-e6a357e87eae,Self Service,6
421a998c-3189-4d0b-b34a-a3433b216911,Self Service,19
376ef427-67f0-4020-8f50-904a0cee2e9c,Self Service,7
b24b2902-7467-4239-af9d-696942b0bb4f,Remote,70
83fa9f38-3dfa-457a-bfdc-da66b13fe1ee,Remote,8
e7dcd05d-a8b4-49d9-ab63-8cd1a0ad5243,Self Service,1
7951f3f0-a3d9-4d58-92eb-e3578e2758b6,Self Service,193
20238814-7f42-4ef6-9178-44f02c952764,Self Service,14
720b15d9-a73e-4f14-a766-1c3822aabd30,Self Service,39
5133f83d-2b67-4b1a-ac4b-57553bebdef3,Self Service,7
1e41999d-ca61-4d02-b973-7daa10e502b7,Self Service,1
79691a92-f8c8-4c3d-881a-eb64ae327632,Self Service,24
f40d4bf3-9d6f-48af-bf85-80e53ce13e1e,Self Service,5
d0fd3345-8fb5-43ea-9e42-60477095fe41,Self Service,32
4db45732-49aa-43b9-ac80-588fc27b3363,Self Service,11
7dd1f0d7-5f31-4ce9-93a2-21ebea824905,,1
c6c6d048-fc9d-4c08-9b79-52222b255936,Remote,22
c07980e2-b473-4dee-a81d-c1e8703bcedc,Self Service,8
15ec8460-f456-44c6-ab96-4b4e7b23b7bb,Self Service,10
91b1e1a0-3dd6-4b29-b536-70532d8e71c2,Self Service,12
553231ee-0e1a-4277-b5ce-7bc9f9e46c23,Self Service,4
cb710d2a-ccf1-46e0-bf56-c050fd309910,Self Service,6
6ee181a9-3313-429a-abb5-7a010ba46ae0,Self Service,0
9071c093-2d1a-4f32-8418-dca2b03ca6b8,Self Service,16
2d463324-c6ac-4d06-958f-83893d73dcfc,Self Service,1
8a5e3fb8-354e-4a41-9b0f-0d5896738a08,Self Service,13
2a06c117-2626-42a4-a0f5-15abcab0dcf0,Self Service,4
5b343b6e-994d-4ff5-a9be-1325c493ad0f,Self Service,49
30121187-898c-41f2-93ff-3555edfe3828,Self Service,4
f1f091d2-fa02-4b8e-825a-374c96d0ebfa,Self Service,18
dce5f1c3-c344-477a-9176-4f16dc2d8af3,Self Service,5
bc4316bd-250d-413f-8c4a-b374ea11d8cd,Self Service,23
30ca7bef-0dd9-4de3-84f8-a702010c605a,Self Service,15
0396bb5a-a365-428f-b404-dad693ccb8e6,Self Service,4
27ba5da8-1f2d-465e-b2f3-4fc5f645b108,Self Service,141
21bae156-fa1a-43d7-8e29-3ae59299674d,Self Service,3
b33e0192-6184-4148-838d-db730fc0cfee,Self Service,15
7c4e6b43-2d32-4f5f-978a-6dfb6705a025,Self Service,27
4b4d9518-0759-46bb-84b9-1bee8394d717,Self Service,18
35bfa500-01be-4a97-874f-0275f412aead,Self Service,11
52d57813-d40e-417f-a35b-20069ee68651,Self Service,21
398875f9-6724-409a-acaa-2db4010d62f8,Self Service,48
872e9bbe-d861-4d83-a325-1f93942c366a,Self Service,7
f8a2480b-47ec-4913-9d83-ef0f2ecba2de,Self Service,3
cf98aca0-213b-4697-8575-13be79a88c88,Self Service,3
b8c55174-3af9-4e58-97d5-d3843e10073f,Self Service,0
4069d87d-d680-457a-a15f-a37a3c9affae,Self Service,36
a173a7f6-7a9e-4ca5-9e79-5c7b454072ec,Self Service,32
3272382e-1498-445a-9b72-7081b813c7e3,Self Service,8
18e822e2-1caa-49c4-9fa5-f534f177431a,Self Service,5
5a0848b3-c619-404b-9541-26b2ea41b0f4,Self Service,29
a74a75a3-48d0-4bd1-b1ec-5c0de5d806fe,Self Service,20
0fb6b04c-060f-4152-8c88-35abfd59b294,Self Service,6
7182554a-8b37-443c-805d-3498d7ae675d,Self Service,30
e00a594c-8b15-4d3e-9c98-0ff3cb66efff,Self Service,11
c0a52429-fe1e-4d5a-9375-849fad4a59b4,Self Service,77
77b373b5-de57-4595-9a41-038342e05cf8,Self Service,61
2fce963a-ad02-4c6e-8163-3aa7d1dee7f8,Self Service,28
b3364e23-8921-4aca-8c9f-c08d54690331,Self Service,2
a94e90bb-c9c8-4416-8230-48378d504889,Remote,30
ca949310-7a0b-488e-b62d-3bde592f7afc,Self Service,2
58b290ed-8d7f-4c96-844a-0661f2044422,Self Service,18
60709701-d125-4652-8410-c271be6f34b6,Self Service,4
383b46c3-500a-44e9-87dc-292e38d755c6,Self Service,7
a7f15176-0c0c-4490-abd8-899e90923ce6,Self Service,10
32a25019-936b-4f83-8d0b-cbffcb82de8b,Self Service,1
b9ebb767-746d-4c83-87eb-96a3f735f4f0,Self Install,42
71f07000-74d4-4150-9c2a-2d15786b06bb,Self Service,0
c8916a96-e77a-40b5-9a40-584208ac9df6,Self Service,8
7b4a0401-fe8d-4081-acc1-9a5255ab4b84,Self Service,4
eaad61ff-4259-43f4-a696-46eb9ed2638a,Self Service,8
ecc640ac-2629-41a9-948b-5f1cf62305c3,Self Service,21
f9c92d65-f9ac-4083-be5b-56c3bffe1b1f,Self Service,9
cb56348f-8883-46d1-8846-414283e47918,Remote,6
58e04e53-c319-4afd-8512-74a07c37c9ad,Self Service,75
d7f816b3-9a23-4032-9e7a-f256de912557,Self Service,0
021b2e1d-ca10-48af-8c89-6c9ea85a21e1,Self Service,50
0b809921-fa02-4922-bbcb-5f12e7430a81,Self Service,4
6e53ff33-73d9-4e7e-a9ac-9bb02789b935,Self Service,50
15078093-10db-44ef-b7fd-fa33c42adcb6,Self Service,4
5ddd9d29-d709-417a-b4a4-80e58867f049,Self Service,5
897b2dbc-dfda-4caf-8307-714eb4bccc2b,Self Service,1
3a0954b2-e244-4786-b7cc-c5f7d7a01bcc,Self Service,4
a4b63830-9d29-4cfd-bc3b-9063364a6f02,Self Service,1
18021a23-d7ac-46d6-897c-bccfec61eb01,Self Service,19
1e92d4f6-2da5-43c9-a299-6b7cc0c4f2b1,Self Service,9
4f446d3d-3c2d-4812-8182-aa91670c99e2,Self Service,13
9fd38df7-fa60-493b-bb86-78b80fb50d37,Self Service,6
454686f3-cd60-4661-b6a6-95585203bbe7,Self Service,20
1f882d2e-6841-4fd0-9703-7ed4e6ec4ffa,Self Service,47
6baf2239-da0b-467d-b10f-0f8de95d6167,Self Service,7
d4dc1131-49a0-4aa2-85b4-13144c9d3e03,Self Service,13
bef7bad5-aafd-4d3a-bcce-029b983ae70b,Self Service,36
7c9a880e-31f7-4122-a4a4-3f07b82ba00e,Self Service,1
a01b9f81-ab9a-4075-83f1-8dfb0984ff70,Self Service,13
19708887-e13e-4619-af1b-9636e493d59f,Self Service,14
2de3fe34-2990-4306-845a-ac3a0834c0db,Self Service,4
fe870a79-8802-4264-88bf-d17bd27d53e9,Self Service,5
f20721f7-ee1f-4e74-9b66-f4fdaba00c83,Self Service,2
5f95a8df-f4a5-46c4-8916-a675c59dbff1,Self Service,20
c588909f-043a-4395-b3ff-9f937d74fd38,Self Service,8
05f166d7-b93b-4ba1-8fbf-25a362978130,Self Service,0
fa8a22e9-92dc-472f-bd55-a91625c3269b,Self Service,3
dc5ec17d-2b87-4d5e-a771-b0e9a415bc46,Self Service,29
d295e698-353f-4a97-b945-72b381c669ee,Self Service,6
915daf92-507d-414b-86a2-e98a039b2fe7,Self Service,0
d9ce0e87-cf25-43bc-816b-7b24b82d6727,Self Service,18
de80a22b-cf24-4462-9c46-a51412de2c3b,Remote,16
b024b5e8-86e2-412f-8ef5-8b07df16ba32,Self Service,100
c8320d49-4317-473c-8316-f85db57ec613,Self Service,3
c90fb6b1-934e-4fe1-9187-f0aa09c8c10e,Self Service,13
284e65fc-1e6f-4026-9c2b-427d70ad0320,Self Service,13
0199aed2-ce7d-4519-80f9-9a7272fe2fe9,Self Service,13
d1d05ac1-79f7-485e-ac26-9959965d6247,Self Service,0
55c509c5-c285-491f-b08d-dff68dca1474,Self Service,62
8768028d-b5a0-4bd3-bba2-2374f991fcf1,Self Service,0
ea670c93-a982-4155-bde1-2af8e8db2ce8,Self Service,1
562269be-3edf-447b-9ab2-2798e25b1af1,Self Service,31
2548ec8a-6191-4502-8c1a-38594c73db06,Self Service,7
f652dd4a-fbfb-4cbe-a07a-c499b75228ed,Self Service,20
9fbd03ad-7bc0-4bed-8520-7f47d637fae0,Self Service,72
4adb5849-ea0e-4bca-83ab-c2c85c188560,Self Service,7
2b78b240-92f2-405e-8037-57e308017f56,Self Service,10
223daac4-dbaf-43aa-abe8-bb9b0837c4f4,Self Service,7
811d8488-3679-45bc-88fc-3dfbdb381e5f,Self Install,3
dca6126f-17a6-45b8-8091-7db1b6a0140b,Self Service,27
8e0060f1-2527-442b-b456-4dfac02dd0bc,Self Service,4
f6ab6c34-67a4-45ca-ba9f-944329715836,Self Service,7
0e0e9220-0dc0-4630-bd47-38132429440d,Self Service,15
ad7ffc06-4f80-4aa8-a5e8-50f30a87accc,Self Service,4
bde50023-0d88-4ba1-a9fb-b5bcd6ed7cd7,Self Service,1
ef357b49-9de6-4172-ba72-28ee96cc551d,Self Service,5
bd8dbd91-17e4-4d12-885e-2e9ecf681abe,Self Service,0
40e62b7e-3774-4be7-a09d-604036821aff,Self Service,0
eafba1e2-9b8c-48fb-acba-137647bbd9b7,Self Service,47
02df53aa-83c1-45bf-a138-322080e6c315,Self Service,7
ea8d1401-b924-45f1-8047-949502221804,Self Service,12
e015b5e5-965f-4ead-b104-6405eb6fa4a7,Self Service,7
51967eb3-b365-45b7-afda-c9c1f92b8fae,Remote,4
207e514c-b270-4f03-b556-e323483ac2df,Self Service,14
f550cfd1-55c5-4e06-8f5c-b4fd1b91aea2,Self Service,1
979bcb13-2350-484d-ac42-cadb97145a4a,Self Service,22
14bc510e-612d-4c94-b5f3-5d1103c75858,Self Service,5
a145fdb7-3abf-4bec-b363-69901804d7e6,Self Service,13
bfde9883-2877-487e-82e5-3a505256c910,Self Service,37
f5fc627b-4e7d-4b8d-83ed-0bbad4d8aacd,Self Service,1
3091b9d3-6cd9-4107-b813-90f9eb3ec8b8,Self Service,2
9012f280-47f9-4028-886f-3889ffedbff9,Remote,12
57f39c98-e950-498c-bba9-7b03206159d1,Remote,26
6bf1fa58-494b-4656-81b3-821dcd882da2,Self Service,46
26ec30b1-044c-48ce-bbf9-3fd10eaa97e8,Self Service,14
df402ddf-fb5c-42f6-835d-139e06e04ec1,Self Service,52
70b8bac0-3062-4a0e-a28c-4d6ea616c056,Self Service,36
8e9de01c-db05-4648-b289-aef8f1a70c50,Self Service,18
f7009c33-f2c7-4267-b0b1-26b5b865530c,Self Service,5
8d5096ed-78f4-47dd-a13e-70a1ca899d96,Self Service,5
0c7b8c28-37e5-4239-a5b0-a0d569c70a87,Self Service,9
c5a2d02b-591c-4db1-8cea-06ed0269796b,Self Service,19
ba3364ed-4e0c-46e6-817f-fa1b2a7e6df5,Self Service,9
4123e21c-5f16-4d18-b34c-66605cf58385,Self Install,3
811211c6-1bb1-4af1-a832-da6d8e284b71,Self Service,36
8833f431-b51a-40b9-bd59-a24c5c76d6ac,Self Service,27
f7abf08a-6dd9-41e2-9c44-4374675c1aee,Remote,11
503008d3-c2f3-4473-b6ce-d6041f95ac09,Self Service,3
73c303eb-d9cc-4841-b3cf-cd5eccfcd6f0,Self Service,1
4b3f7e15-9eba-4392-a3d5-9cc0dfb8a628,Self Service,3
f2416440-a0b9-4c4a-83c9-1e3ec97e3a73,Self Service,11
d6ea0024-870f-4cf8-882e-4ff493198725,Self Service,2
be1511ae-acf0-4699-baef-c82f97c43c95,Self Service,28
a5dfd897-0085-48e5-9062-7ee4fde0b89a,Remote,68
a176b992-4950-42f0-863a-b1555d0ec5f0,Self Service,9
36fa13f6-d130-4e36-a588-3e7db9e80456,Self Service,6
ebc3e40c-f4f8-4d34-a2fc-0c6d093ce6d1,Self Service,24
e3b719fd-c45e-475a-af96-6b32c1fe5d68,Remote,54
3ee11fd1-e7f4-4cdb-85b6-97931dcf91f4,Remote,12
2fd21941-8451-4207-946c-32dbc3a9acc2,Self Service,35
008e4ba8-a5ea-4d50-9176-11c410b19b5d,Self Service,11
d0181b9b-5629-403c-8dea-291ea29a88fc,Self Service,4
dbc2a622-d755-467d-8ba6-bdcec6d8d463,Self Service,5
1090b801-9b58-4bbf-b48c-4d11e169bc90,Self Service,20
124c6ff1-aefc-4151-a562-5706fa6c6d33,Self Service,31
4fb8701f-4b01-400d-b467-6e0560321c22,Self Service,60
4039b864-09a9-41ce-9500-4b7e9759d18f,Self Service,48
e2b2dcb1-60a7-4608-ae36-4dc0b202096e,Self Service,0
7977143c-1ac3-44bd-8a04-6dd751548496,Self Service,34
b097800d-6650-42a5-9edf-d727b8f6a79d,Remote,13
d3d769df-71c8-4da1-b090-71cb3b9628ab,Self Service,18
8fd0ba97-0962-44f0-8510-14a0ef1974cb,Self Service,6
a0c43b16-f02d-43ec-a9e5-d63b5019da11,Self Service,3
255685ca-feea-4130-a542-bdf0a6995963,Self Service,7
c61c7ac3-b9d5-404b-ba31-223dfead7c1d,Self Service,11
e7d84837-9d50-4c87-b662-06ccef640f26,Self Service,12
66d39068-aa8b-4010-88c4-7f139f2b611a,Self Service,4
05ba9d81-6187-425e-9dfa-f532708d34f7,Self Service,24
868b7da9-5958-42c8-ac82-da9ec77e94c2,Self Service,8
02c9461b-82ae-43aa-b0da-8f114c795426,Self Service,14
0cb25397-b633-416e-a5be-14039ee631fb,Self Service,34
5f39b05f-4367-42be-94b5-2439a9af187a,Self Service,25
1a84be49-b047-4fa3-b2b8-614c939fc00a,Self Service,5
87d5d643-349a-4d4e-a530-0e6f14acce5d,Self Service,77
cc25ed27-103e-4515-a876-9b75c35cc5b2,Self Service,15
eedbd9c3-b72f-4b3b-b960-b3399abb9661,Self Service,23
85d0fcb7-2266-4c0a-a54e-7036a25e7a1a,Self Service,30
6127aab9-88f9-4b1d-a930-388096dabed7,Self Service,6
00ebe435-5f21-46be-9efe-93adbfe6fe75,Self Service,23
5f33f9af-1f7a-4038-b484-09d7d5e54899,Self Service,70
103c974d-a0e3-4969-8d1c-8e36076a6689,Self Service,12
46f91b91-3207-4f66-8bda-bd3d50c1df26,Self Service,9
7092bb8c-33f0-445d-9a94-d0ff8a1fdd92,Self Service,26
a0aace1a-a9e4-491c-a524-801d1dab9386,Self Service,5
2ab6c023-c448-4a93-95d6-ecc3f23898d3,Self Service,19
89475a06-286d-4217-b448-b3f72df635ac,Self Service,3
cc661a42-e3ff-4a1c-81bb-3dd2a3dcd351,Self Service,8
b1ec483e-402e-40a6-ae86-083904ea6bb8,Self Service,4
bbc8064b-acc6-43d3-9e74-2232a0b94070,Remote,6
ed34f72a-2287-4787-8a97-e6e8af4fbbfe,Remote,33
e67ceffe-088e-4fec-956d-9ce2f6d7fa6b,Self Service,20
e2beca8d-0f68-41a0-b7e4-82a7605b2bc6,Self Service,29
bc1092f7-2fb0-4649-895f-64fb7e732b6a,Self Service,24
067bf9fc-733d-488a-813f-4c902945c327,Self Service,7
cffcff04-ec0a-4fb9-9321-422339a3eb58,Self Service,36
1f13b216-8dcc-4409-b211-1942cd59c61c,Remote,29
d2e193c1-59fa-4d2c-86e1-4a14d4c785d1,Self Service,1
3259c250-4923-4327-833e-23946343e7ac,Self Service,14
283dc942-4c87-4948-963a-f3f9a371763c,Self Service,1
e42a7f8f-e97e-43ab-8258-6932929f6dfd,Self Service,100
d447d3c4-9672-4091-bd51-6debbf8967ab,Self Service,9
94a780de-9662-46de-ac19-ad1e731f1d02,Remote,3
41ac1c49-e4cc-4d1d-aff8-f25e4b12a31e,Self Service,11
26801877-4ed7-4ef3-bcfa-55d232e94288,Self Service,10
d92d6035-6330-49fb-b3d8-861e61eca631,Self Service,8
ef002e1d-9fbe-408d-9fe5-7b4d3f7c1d74,Self Service,135
db409711-f348-4914-8844-6cecbd8efc75,Self Service,5
1bb31e30-c211-4dbb-8dd5-9d06963eb6f0,Self Service,3
f60fca50-f0d5-4c18-a151-fcc4f30012c6,Self Service,13
e5ed5881-7cad-4680-8ac5-026f960f16f3,Self Service,3
5df167ba-cbc4-4254-8582-37e841e64fcc,Self Service,2
8ee8f504-025d-41fa-945d-b1685ce9b7db,Self Service,91
70988f41-e4d0-4c3a-996e-288b720f48ea,Self Service,4
541070b8-bfb4-43c6-9a06-ed291a424327,Self Service,80
31a2e0bd-9aed-4fbb-8d5c-708dc46013c6,Self Service,3
dbd073a4-1770-463b-af0a-4917e3de2fa8,Self Service,12
5075c930-c2ab-4da3-98ca-24728e040737,Remote,18
4f0c6eb3-3ad5-46b9-bbe1-1fe0d2f6a087,Self Service,12
e21dab67-6601-4e3a-94e5-a39afcce8454,Self Service,7
7d5e68c3-0484-4793-861a-238a2ac20519,Self Service,23
27789a72-219d-40dd-a3e1-31e7537cbc23,Self Service,6
0ca00ecf-e5f5-4db5-bceb-a201aebf6a22,Self Service,10
59a1858c-c34a-4d02-b5a7-61eea33fcdad,Remote,37
3863db7e-c229-4712-8d1e-b5d69923e87f,Self Service,14
275ebbe5-d2e6-4148-8036-0bd60a972c18,Self Service,2
3d986207-5d8d-4c2a-bdfb-2898226466ae,Self Service,21
b71da714-44a0-4a36-9ffc-26d6b0fc0ccd,Self Service,18
e9a11e3d-a242-4b58-bf40-b5dc157932cc,Self Service,28
4ad11431-3106-437b-a895-c1fbf8b8fd14,Self Service,6
7e552462-7080-4750-b71b-1332ce42a715,Self Service,2
bcc6ef1c-1891-4bc1-a5d0-2d5c716a84d2,Self Service,68
74b3ebd7-9557-45f3-a3da-9998ec970ea5,Self Service,13
517ab5f7-fe28-4253-8641-1bf72ba96958,Self Service,7
db5d12ee-5847-4f7b-be92-6dcddcffdfc0,Remote,4
e3e7e6a5-5135-4a43-a058-0a77ca0e84f8,Remote,28
018dadda-e58f-44c0-a1be-0f32a64cc68d,Self Service,1
896bc854-a785-4f22-bfb8-21e8bfe29c32,Self Service,16
41c8b8c2-0b97-4f51-9ae4-6f03de1580b2,Self Service,6
387c1a68-d525-4927-b0b1-01e90beb7fdf,Self Service,13
656613f4-a437-4304-a2fd-c3c4798daef0,Self Service,1
22d4f596-4c6e-497a-9ff7-17a1181a1dad,Self Service,5
47ac71c8-a109-4770-a1eb-e68163ebcdf9,Self Service,13
91874908-0d08-49e0-a88e-eb310938e6eb,Self Service,10
1cfbc22f-316c-444a-94ef-b07e7c0d4b92,Self Service,43
391cf6df-0074-4def-b613-5fac818e7c52,Self Service,6
301c53cd-9244-49ad-af33-f0a54f07d711,Self Service,24
efcc40fb-24f2-4479-be3b-a144fc52ecde,Self Service,6
b04a69c8-20b3-4d0b-88db-db2d6b62ecd9,Self Service,7
80069daa-90e9-4ba0-ab81-a2af3ce15a2d,Self Service,0
c007f06c-c43e-45d8-a18e-9b24d18045f8,Self Service,0
906eb5f0-5063-4bca-b7b2-e955cd9cd642,Self Service,4
2f40570d-ef42-4ab8-9b2b-47292806b6c9,Self Service,13
4098ab65-be90-4cbe-875d-f67a78459c6d,Self Service,1
e17400fe-0eb6-42f7-95c0-a23864aa1f3a,Remote,12
a7743731-6372-4a27-b91b-b9558dffa237,Remote,11
5d74f484-d4e7-440f-a682-3c9728b77ace,Self Service,6
127316bf-6edf-491b-a6f4-59268342106f,Self Service,2
01a0eaba-c096-4a99-8aba-6b656506db00,Remote,0
4efb67cb-084f-4325-a43c-c2397505a9bc,Self Service,42
6b04aea0-e88e-4447-a3bf-a860154e77bc,Self Service,3
f376b8ba-2527-4dd0-8060-17422d25d1f0,Self Service,17
3a5b8872-d409-4c4e-adcd-577cefea6d21,Self Service,4
e1eb2182-d8a7-4704-8687-8efbef803fbd,Self Service,2
1a383737-35f8-4154-8334-ab2fe28b10c5,Self Service,30
e8de5194-c479-4d88-9aa3-e0dfbaafb38e,Self Service,34
7dbc8cb0-2433-42c2-9a5c-31427390eb22,Self Service,3
904083e3-54ea-4ef0-a2a2-5244257df1a8,Self Service,2
