Customer Account Name,Opportunities Opportunity Created Date,Accounts Salesforce Account ID,Customer Account Toast Guid,Opportunities Total Software ARR,Opportunity Line Item Hardware Value,Passed Auto GIACT,Failed Auto GIACT,Banking Status,Banking Task Statuses,Go Live Status
Caravan Amazon,2022-03-25,0014W00002mri9GQAQ,e69dfa35-ebe4-49bc-9004-9a44912ef87b,$0,"$1,113.00",,,,,
Nauti Pirate,2022-03-25,0014W00002mri7AQAQ,ac99e170-3a07-4851-b0e5-1ab3964a285a,$0,"$1,113.00",,,On hold,ON_HOLD,NEW
Saroeum Path Amazon,2022-03-25,0014W00002mriATQAY,d44bf6e6-2606-4778-a22a-6230eb16d0c0,$0,"$1,113.00",,,,,
Backwoods Axe Throwing,2022-03-25,0014W00002mri8hQAA,a6eb9690-7442-4f74-9611-ea1f408cbe4c,$0,"$1,113.00",,,On hold,ON_HOLD,NEW
El Toston Puertorrican Food LLC,2022-03-25,0014W00002mri5EQAQ,771570c2-b330-4126-bfcf-7a42c3b7fcdc,$0,$532.00,,,Completed,ON_HOLD,COMPLETED
Mable Mae's Kitchen,2022-03-25,0014W00002W7visQAB,5b1018cc-b660-48c4-8001-c36cc399c806,$0,$318.00,,,Unknown,CANCELED,NEW
LegacyGarden,2022-03-25,0014W00002mrizLQAQ,df645357-a04a-4d5f-993e-02549abba29a,$0,$0.00,,,Completed,CANCELED,COMPLETED
Lan Ramen Duojia Xiao Amazon,2022-03-25,0014W00002mrifqQAA,25670d36-cc41-4058-aca5-f60343a5c9d3,$0,"$1,113.00",,,,,
Kate Stinson Amazon,2022-03-25,0014W00002mri5TQAQ,82581319-0ec8-4f14-a078-9d1c6648b11d,$0,$698.00,,,,,
North Vista 300 Bar & Grille,2022-03-25,0014W00002mri7ZQAQ,6978bd27-7c34-4f17-a486-8c29f9fd5af6,$0,"$1,113.00",,,On hold,ON_HOLD,NEW
Ellen & Candra's Daylight Donuts,2022-03-25,0014W00002mrjZ8QAI,8d53c698-f00b-4b75-9c83-17c855967988,$0,$318.00,,,Completed,CANCELED,COMPLETED
Bacchus Bar and Bistro Amazon,2022-03-25,0014W00002mriA4QAI,a89063c4-4cc5-4af7-b403-2469b965c48f,$0,"$1,113.00",,,,,
David Amazon,2022-03-25,0014W00002mri5YQAQ,f70dc024-34d9-4c17-b91c-e641e93548c1,$0,$698.00,,,,,
La Mesa Lispa,2022-03-25,0014W00002mri6gQAA,d22d2c03-2875-4beb-8e97-b929648c4373,$0,"$1,113.00",,,On hold,ON_HOLD,NEW
Christine Granger Amazon,2022-03-25,0014W00002mri9fQAA,e622a108-9a9e-4683-b8b3-58885f08fd20,$0,"$1,113.00",,,,,
Erika Amazon,2022-03-25,0014W00002mri7FQAQ,3c2301ba-515d-4cbc-909d-877213fc9aad,$0,"$1,113.00",,,,,
The Goat & The Radish,2022-03-25,0014W00002mri9uQAA,66866b7f-8199-482b-9659-548da12c4b80,$0,$599.00,,,In progress,IN_PROGRESS,NEW
Cristonfer Cruz Amazon,2022-03-25,0014W00002mri4zQAA,5b698b6e-f306-45a0-8ea5-984bccfccd6e,$900,$449.00,,,,,
Vickie Lootens Amazon,2022-03-25,0014W00002mri6CQAQ,7bd48e38-a7c1-4db5-8ba8-f62f8da2e1e1,$0,"$1,113.00",,,,,
Karla Eaton Amazon,2022-03-25,0014W00002mri4uQAA,bf643c38-bf7f-4987-b8b8-eef487387d1f,$0,"$1,113.00",,,,,
Pathways Employment,2022-03-25,0014W00002mriA9QAI,5bc39ee7-fe7d-489d-84b9-8fcb2c7f08de,$0,"$1,113.00",,,Not started,NEW,NEW
Russell B. Robinson Amazon,2022-03-25,0014W00002mri6RQAQ,961c1c31-8011-49f8-9e8c-ae41bc90a2d4,$0,"$1,113.00",,,,,
Da Bar,2022-03-25,0014W00002mri9VQAQ,d033151c-2688-4335-9ea3-0c7c118c3b02,$0,"$1,113.00",,,Completed,COMPLETED,NEW
Paul Amestoy Amazon,2022-03-25,0014W00002mrigAQAQ,7a115980-8397-4045-8ea7-e3f6e2b09f13,$0,"$1,113.00",,,,,
RPM Inc Amazon 2,2022-03-25,0014W00002mri7tQAA,56fcdfbb-12c5-46a5-9ea7-40ad39e7cb3b,$900,"$1,248.00",,,,,
Michele Fasnacht Amazon,2022-03-25,0014W00002mri9LQAQ,003b360c-0923-4d8b-81bb-1e299bac853e,$0,"$1,113.00",,,,,
Casa De Dios,2022-03-25,0014W00002mri4fQAA,713debc6-d582-4173-818d-5430a04de14c,$0,$698.02,,,Unknown,CANCELED,NEW
Wright Bites,2022-03-25,0014W00002mrjKTQAY,a02b4255-2583-4b93-a0e8-9029ab60b162,$0,$318.00,,,Completed,CANCELED,COMPLETED
Meagan Dalton Amazon,2022-03-25,0014W00002mriSqQAI,e783cb70-aa31-4f23-88c1-d77b544b43d8,$0,$532.00,,,,,
Melanie Leandro Amazon,2022-03-25,0014W00002mrigPQAQ,91db9b13-e742-4890-85c7-9dd6ce747e07,$0,"$1,113.00",,,,,
Gorée Cuisine Africane Restaurant Amazon,2022-03-25,0014W00002mri8IQAQ,4f937e04-82c9-4314-b1d1-f20433a1bc50,$0,$199.00,,,,,
Olivia Luna Amazon,2022-03-25,0014W00002mrigZQAQ,63220aac-e218-4108-9268-ad9c894029a2,$0,"$1,113.00",,,,,
Carlo Barahona Amazon,2022-03-25,0014W00002mri54QAA,f63519c5-bb60-4aff-9473-ed1b8eb457ed,$0,"$1,396.00",,,,,
Michele Fasnacht Amazon,2022-03-25,0014W00002mriSgQAI,cb6ba052-9006-43bb-84a8-98a6a6a4087f,$900,$532.00,,,,,
Wobble Inn,2022-03-25,0014W00002mri8mQAA,a8a2755b-7b39-4548-b80a-a7bb2429b2e9,$0,"$1,113.00",,True,Completed,COMPLETED,NEW
Jaime Bowman Amazon,2022-03-25,0014W00002mri4VQAQ,61c192e7-a31a-4c3a-9889-7318c21310ef,$0,"$1,113.00",,,,,
Seahorse Eats & Drinks,2022-03-25,0014W00002mri4LQAQ,2b73eabf-d624-40c3-9c07-13e08e5a39d7,$0,"$1,113.00",True,,Completed,COMPLETED,COMPLETED
"Armcore, Inc",2022-03-25,0014W00002mriAnQAI,578e072b-67f6-45bf-8c6f-6defff531f71,$0,$0.00,,,Unknown,CANCELED,NEW
Roadside bar & grill,2022-03-25,0014W00002mrO5DQAU,34cb2dd1-96ff-49c1-a6f6-514ddf4cd70b,$0,$467.00,,,Unknown,CANCELED,NEW
Raju Deep Amazon,2022-03-25,0014W00002mri6bQAA,8f3d8808-a075-407a-9740-4ffebe441f54,$0,"$1,113.00",,,,,
Crystal E. Rankin Amazon,2022-03-25,0014W00002mriT0QAI,b18eb259-8310-4abc-b865-d17e0aa0eded,$900,$532.00,,,,,
Charles A. Thompson Amazon,2022-03-25,0014W00002mri6qQAA,53f80495-72d2-422c-b88a-2824f162cfe6,$0,"$1,113.00",,,,,
Haig Didizian Amazon,2022-03-25,0014W00002mri6HQAQ,dd060404-5054-4636-97c0-cfa8b620562e,$0,"$1,113.00",,,,,
MISSIE CHRISSIE'S SOUL FOOD,2022-03-25,0014W00002mri4kQAA,4a3782f5-677e-47e7-a48b-49d937991996,$0,"$1,113.00",,,On hold,ON_HOLD,NEW
Edward Riley Amazon,2022-03-25,0014W00002mri6lQAA,1f6c7aaf-86da-4e8e-b159-4365020e5cc3,$0,"$1,113.00",,,,,
Travis Gere Amazon,2022-03-25,0014W00002mri8SQAQ,7d5c0100-656f-4acc-bea0-86f6b7efbbe2,$0,"$1,113.00",,,,,
ChickeN'Puff,2022-03-25,0014W00002mrinfQAA,e1188c26-8d71-4d5e-9cbc-4a362584d82f,$0,$199.00,,,Unknown,CANCELED,NEW
Zella Robinson Amazon,2022-03-25,0014W00002mri3wQAA,9e7ef8a8-3930-45b2-ab3e-f94770010ea8,$0,$532.00,,,,,
Donavon Barton Amazon,2022-03-25,0014W00002mri7KQAQ,de32a43a-97ed-4e61-9100-67ab2b3918f3,$0,$698.00,,,,,
Leonel Metayer Amazon,2022-03-25,0014W00002mrigjQAA,dfda26ed-3cb8-4e94-944c-1dba2a9a9e27,$0,"$1,113.00",,,,,
G&G Catering LLC-Amazon,2022-03-25,0014W00002mri5nQAA,e98f30bc-81bd-449a-8b37-1d1bef6da371,$0,"$1,113.00",,,Completed,COMPLETED,COMPLETED
Nolens Restaurant,2022-03-25,0014W00002mriiGQAQ,53882e7e-e4dc-4f0a-af8a-33511a421132,$0,$0.00,,,Unknown,CANCELED,NEW
Amber Cartwright Amazon 2,2022-03-25,0014W00002mri8DQAQ,540c66f4-a52d-47e0-bf4c-6cd134501062,$900,"$1,248.00",,,,,
Pepper's Jamaican Cuisine,2022-03-25,0014W00002mri8XQAQ,cf94cae8-1683-4a90-826c-364f6b199bb9,$0,"$1,113.00",,,Completed,COMPLETED,COMPLETED
Zhe Hu Amazon,2022-03-25,0014W00002mri59QAA,c85b4c22-aed1-4536-b976-2daef07f6131,$0,$532.00,,,,,
Corey Mausolf Amazon,2022-03-25,0014W00002mri8cQAA,8b478343-75b4-4bad-8502-2596c27bd9ea,$0,"$1,113.00",,,,,
Kathryn Mckennon Amazon,2022-03-25,0014W00002mri8NQAQ,d5420b55-5878-4557-acd7-48d9e63cab05,$0,$199.00,,,,,
Muddy Puddles Preschool Amazon,2022-03-25,0014W00002mriAYQAY,b1de1aa3-d449-415e-bd5b-ef2aba19f6fd,$0,"$1,113.00",,,,,
Benitha Blakely Amazon,2022-03-25,0014W00002mri96QAA,c0c8e71f-a06b-4edc-96f1-d89d6e1b18ef,$0,"$1,113.00",,,,,
Super Taco,2022-03-25,0014W00002mrQwKQAU,db52242a-38fe-4e6b-9adc-6f0191d1a483,$0,$0.00,,,Not started,NEW,NEW
Janice's Cafe,2022-03-25,0014W00002mri5xQAA,78a5aeb6-7614-43ed-818e-d58299b84482,$900,"$1,113.00",,,Completed,ON_HOLD,COMPLETED
Christine Granger Amazon,2022-03-25,0014W00002mriAdQAI,8a30d102-7d0a-4506-9e3f-f2aa52b67551,$0,"$1,113.00",,,,,
Kathryn Mckennon Amazon 2,2022-03-25,0014W00002mri9aQAA,85c859eb-f80b-45db-818e-1318823043fa,$0,"$1,113.00",,,,,
Donovan Barton 2 Amazon,2022-03-25,0014W00002mri7UQAQ,cc6fc575-f5a4-4725-bb65-5ab533189766,$900,$599.00,,,,,
Mueller Wagyu,2022-03-25,0014W00002mrjf1QAA,fee3540b-755c-4ec2-b3a8-37aa6de7ef26,$0,$517.80,,,Completed,CANCELED,COMPLETED
Dhwani Desai Amazon,2022-03-25,0014W00002mri7jQAA,4503da73-c807-445c-a2e9-3f54bac97a70,$0,$199.00,,,,,
Nohemi Almusleh Amazon,2022-03-25,0014W00002mri8wQAA,a1f1f856-91a3-4ede-b2ce-f00c9e39f9fa,$0,$199.00,,,,,
Peter Chung Amazon,2022-03-25,0014W00002mri8rQAA,39418354-2f2c-4bb9-be28-3a9fd2c62041,$0,"$1,113.00",,,,,
RPM Inc Amazon,2022-03-25,0014W00002mri7oQAA,3bb942f4-2512-4666-9101-8cd5edde2ca1,$900,"$1,797.00",,,,,
Kings bingo,2022-03-25,0014W00002mri4aQAA,27c0a6ce-d2b4-45b1-8047-50979c3cae46,$0,"$1,113.00",,,Unknown,CANCELED,NEW
Just Wangin It,2022-03-25,0014W00002mri9QQAQ,b163cca3-bcc1-4b1c-8bc5-96497e29e132,$0,$0.00,,,Unknown,CANCELED,NEW
VFW  Post 7239 Acushnet,2022-03-24,0014W00002mrh7JQAQ,82ce3dab-987a-4efa-b4e3-d01ff9c83ee3,$0,"$1,235.00",,,Unknown,CANCELED,NEW
Fruit Me,2022-03-24,0014W00002mrh8WQAQ,dbbb9c91-43d7-49b0-aace-97adee2fac4a,$0,$199.00,,,Completed,COMPLETED,NEW
Kolvin's Kitchen,2022-03-24,0014W00002mrbCIQAY,cce3015f-7b5f-4053-8fa4-983d7969829c,$0,$199.00,,,Completed,CANCELED,COMPLETED
Evies Luau,2022-03-24,0014W00002mrhuQQAQ,7d663ade-4bcd-409d-b9ab-b5e3c95a57d7,$300,$866.00,,,Completed,CANCELED,COMPLETED
El Taco Feo LLC,2022-03-24,0014W00002mrZcAQAU,50742c2d-e498-4b9d-b947-220bbf4929f4,$0,$199.00,,,Completed,CANCELED,COMPLETED
Island Taste Caribbean Grill,2022-03-24,0014W00002mrgmfQAA,a953a21a-d149-45f8-8bec-0c8b2d4548c9,$0,$735.00,,,Completed,CANCELED,COMPLETED
Del rancho chicken,2022-03-24,0014W00002mrZVXQA2,61d20a82-f3ee-48d3-a2df-dc1f83049f0f,$0,$667.00,,,Unknown,CANCELED,NEW
Smoke Boss Soul & BBQ,2022-03-24,0014W00002mrhAmQAI,9addce63-7f59-43ea-b6d5-bfe02f7fa560,$0,$318.00,,,Completed,CANCELED,COMPLETED
CHARM THAI BISTRO,2022-03-24,0014W00002mrhFwQAI,0fb6b04c-060f-4152-8c88-35abfd59b294,$0,$149.00,,,Completed,CANCELED,COMPLETED
The Crow Bar,2022-03-24,0014W00002mrg6AQAQ,d9d7b9b7-7727-4797-8c8b-34bf2aae523b,$828,"$1,117.00",,,Completed,CANCELED,COMPLETED
MAPOW Thai Sushi Restaurant,2022-03-24,0013c00001uNdTNAA0,5eae18f5-6d78-40f1-8b08-ac01d3be9bc3,$0,$616.00,,,Completed,CANCELED,COMPLETED
Porkys Ribs and Shakes,2022-03-24,0014W00002mrhIRQAY,b097800d-6650-42a5-9edf-d727b8f6a79d,$300,"$1,336.00",,,Completed,CANCELED,COMPLETED
Pan Pizza and Wings LLC Amazon,2022-03-23,0014W00002mrc3bQAA,f0faa756-e2f6-4a15-8f6c-e0c1ef35f2c4,$0,"$1,113.00",,,,,
Paula Rivadeneira Amazon,2022-03-23,0014W00002mrc4KQAQ,b0d7669f-8424-4dd1-bd8f-301402716130,$0,"$1,113.00",,,,,
NotCha Mama's By Cakes By The Pound LLC,2022-03-23,0014W00002mrfHmQAI,a976c9e3-43a8-4f18-bd0d-ff6534ff8c9f,$900,"$1,206.00",,,Unknown,CANCELED,NEW
Marianne Ritchey Amazon,2022-03-23,0014W00002mrc4FQAQ,3e659481-41b3-4d4b-805c-fe9fb4459999,$900,$698.00,,,,,
Derek Van Mol Amazon,2022-03-23,0014W00002mrc45QAA,01faf1b9-f88d-43e5-855b-9a78b1bdf91b,$0,$698.02,,,,,
Luke Greer Amazon,2022-03-23,0014W00002mrc2nQAA,935ae105-0a82-4c04-a217-b195d32b0523,$0,"$1,113.00",,,,,
Diem Diem Amazon,2022-03-23,0014W00002mrc32QAA,6a203b81-bf46-4624-be2d-3da2a2b1c2c6,$0,"$1,113.00",,,,,
Soles Food,2022-03-23,0014W00002mrfk9QAA,ea670c93-a982-4155-bde1-2af8e8db2ce8,$0,$0.00,,,Unknown,CANCELED,NEW
Public Coffee Co.,2022-03-23,0014W00002mrO0bQAE,539f9109-7027-4728-bd4f-bc8da88b8081,$900,"$1,406.00",,,Completed,CANCELED,COMPLETED
Stampede's Shot Gun Cafe,2022-03-23,0014W00002mrc3WQAQ,ef002e1d-9fbe-408d-9fe5-7b4d3f7c1d74,$0,"$1,113.00",,,Completed,CANCELED,COMPLETED
Driftless Harvest,2022-03-23,0014W00002mrc4jQAA,c0c0b33d-9278-4558-998e-b5a22a34868e,$0,$0.00,,,Completed,CANCELED,COMPLETED
Stephanie Gomez Amazon,2022-03-23,0014W00002mrc3HQAQ,b1ce03ea-f42c-496c-a029-332be12a69a1,$0,$697.50,,,,,
Southern Soul Food Now,2022-03-23,0014W00002mrc2YQAQ,85a20fdd-abec-4096-adbb-fbcd001956b6,$0,"$1,113.00",,,Completed,CANCELED,COMPLETED
Gerardo Lorenzo Valencia Amazon,2022-03-23,0014W00002mrc2dQAA,ee35f22c-a41d-4329-b8ff-6b2b985dac69,$0,"$1,113.00",,,,,
Sabot Hondureno,2022-03-23,0014W00002mrc4AQAQ,f1f091d2-fa02-4b8e-825a-374c96d0ebfa,$0,"$1,113.00",,,Completed,CANCELED,COMPLETED
Philip Digregorio Amazon,2022-03-23,0014W00002mrc40QAA,12d58dea-58bd-4a2d-8ee7-c19f70e5f4f3,$0,$532.00,,,,,
Kali Harris Amazon,2022-03-23,0014W00002mrc4PQAQ,1241acc0-2694-4402-8cd1-88d3be46c22a,$0,"$1,113.00",,,,,
Buba Cafe LLC,2022-03-23,0014W00002mrc7TQAQ,27ba5da8-1f2d-465e-b2f3-4fc5f645b108,$0,$0.00,,,Completed,CANCELED,COMPLETED
Shipwrecked,2022-03-23,0014W00002mrc2iQAA,8d15c6c9-5ff1-4104-a813-83882165653e,$0,"$1,113.00",,,Completed,CANCELED,COMPLETED
Warrior Deli,2022-03-23,0014W00002mrc2JQAQ,a35b2f0c-8b2a-4b4d-8bef-061e3ee0579c,$0,"$1,113.00",,,Unknown,CANCELED,NEW
PorkSlapBBQ,2022-03-23,0014W00002mreguQAA,16fe9522-0147-44e5-8af2-6cd8bd6a0459,$600,$856.00,,,Unknown,CANCELED,NEW
Kali Harris (2) Amazon,2022-03-23,0014W00002mrc4ZQAQ,3472834f-a5d7-48c8-ab5e-46ab261efb20,$0,$532.00,,,,,
Zen Boba,2022-03-23,0014W00002mrc9UQAQ,f3d45e63-8857-4e42-98ba-a101d5e754b0,$0,$0.00,,,Unknown,CANCELED,NEW
Bread and Butter Bistro,2022-03-23,0014W00002W7smkQAB,c043ce1b-9c4f-4b49-bdc5-f194671a6a71,$0,$199.00,,,Completed,CANCELED,COMPLETED
The Mill,2022-03-22,0014W00002mrVxyQAE,ba78116b-d5b1-4189-8767-93a3d8b15942,$0,$268.00,,,Completed,CANCELED,COMPLETED
United Croatian Club of New Brighton,2022-03-22,0014W00002mrb5WQAQ,1987e148-41c2-49a1-97a2-daa7eba1870b,$0,$318.00,,,Completed,CANCELED,COMPLETED
Latifas Glatt Kosher kitchen LLC,2022-03-22,0014W00002mrbNvQAI,c378092f-6935-48f2-af31-56dcd278337b,$0,$318.00,,,Completed,CANCELED,COMPLETED
Brazas BBQ Chicken,2022-03-22,0014W00002mrb5gQAA,f113aed3-eb6a-4095-b10b-1d6ea9a8aeed,$0,$0.00,,,Completed,CANCELED,COMPLETED
Crist Mar Restaurant,2022-03-22,0014W00002mrbdbQAA,faf66559-bf43-4cd1-bc02-0d5d4672cede,$0,$467.00,,,Unknown,CANCELED,NEW
A Taste of the Island,2022-03-22,0014W00002mrasvQAA,ba8a2fdd-f4a9-4878-80d9-4d451f234fd7,$0,$467.00,,,Completed,CANCELED,COMPLETED
Bob's Java Jive,2022-03-22,0014W00002mraTsQAI,be1511ae-acf0-4699-baef-c82f97c43c95,$0,$119.00,,,Completed,CANCELED,COMPLETED
MOLTN Cookies,2022-03-22,0014W00002mraU7QAI,f906a863-917c-4287-950d-3d665f314e5b,$0,$0.00,,,Completed,CANCELED,COMPLETED
Pumo Miami,2022-03-22,0014W00002mrbK3QAI,ab7115ff-fa89-4323-997a-0a4d4543c2b8,$0,$0.00,,,Completed,CANCELED,COMPLETED
Rise and Swine,2022-03-22,0014W00002mrazmQAA,f007a2f9-9171-406c-9928-f00346bdebca,$300,"$1,149.60",,,Completed,CANCELED,COMPLETED
Sticky Smiles Ice Cream,2022-03-22,0014W00002mrbxdQAA,df848ddd-9575-4a5d-aadb-b3a80e23d741,$0,$119.00,,,Not started,NEW,NEW
King and Queens Concessions,2022-03-22,0014W00002mrawxQAA,cd09d18c-4b76-42b9-8fcf-2a3f6c431372,$300,$499.00,,,Not started,NEW,NEW
DIAMOND DOUGH & CO,2022-03-22,0014W00002mrbAgQAI,440142d3-131c-4b1c-9ee2-fc5db33ef3a1,$0,$0.00,,,Completed,CANCELED,COMPLETED
KJUN LLC,2022-03-21,0014W00002mrYtPQAU,39d0cc9b-3148-4686-a0bc-84053fa917da,$0,$149.00,,,Completed,CANCELED,COMPLETED
Tutti Fruity,2022-03-21,0014W00002mraGFQAY,1d9e92b1-46dc-4555-857c-53860e25c0ea,$0,$0.00,,,Completed,CANCELED,COMPLETED
DNA SNOWCONES,2022-03-21,0014W00002mrZKFQA2,8d2af9c5-6354-4502-a0c7-14d6f5503634,$0,$318.00,,,Unknown,CANCELED,NEW
Brown Bear BBQ,2022-03-21,0014W00002mrLh7QAE,def88136-1472-49d5-892e-924080d85186,$0,$467.00,,,Completed,CANCELED,COMPLETED
Rusty Halo LLC,2022-03-21,0014W00002mrZgQQAU,7e22310c-b62e-4c65-bd69-57271fc628fd,$0,$318.00,,,Not started,NEW,NEW
Lazy O Chuck Wagon Cafe & Mercantile,2022-03-21,0014W00002mraRNQAY,d9cfd848-2369-49cc-9a93-5f45b5ec50d7,$0,$348.00,,,Unknown,CANCELED,NEW
Samos Restaurant,2022-03-21,0014W00002mrZhiQAE,5f39b05f-4367-42be-94b5-2439a9af187a,"$1,428","$1,117.00",,,Completed,CANCELED,COMPLETED
Nia'Mya's Sugar Factory,2022-03-20,0014W00002mrYVtQAM,9b06bfc2-8884-4f70-b1db-0cd4739f8902,$0,$199.00,,,Completed,CANCELED,COMPLETED
Boomer's BBQ,2022-03-20,0014W00002mrYqaQAE,af7945cb-b9b7-4de4-88b5-8bb01f7c839d,$0,$199.00,,,Unknown,CANCELED,NEW
"Cookies, Cakes, and Jews",2022-03-20,0014W00002mrYUhQAM,a7f15176-0c0c-4490-abd8-899e90923ce6,$0,$0.00,,,Completed,CANCELED,COMPLETED
Rockin 'Ritos,2022-03-19,0014W00002mrYD8QAM,94e31f4f-bf2e-4ba1-8ca9-9f7f72d18d62,$0,$268.00,,,Unknown,CANCELED,NEW
Akiwa Sushi,2022-03-18,0014W00002mrWJBQA2,8d58f704-4bec-4b32-a824-6945fbeb9fb1,$0,$459.84,,,Completed,CANCELED,COMPLETED
Elveras Cafe,2022-03-18,0014W00002mrWOIQA2,f237e8b8-21af-4d6f-8106-5f6a5b06e7bb,$0,$467.00,,,Completed,CANCELED,COMPLETED
Ice Dreams and Confections,2022-03-18,0014W00002mrXUZQA2,cd5a05eb-d8a8-45e8-ab60-47ce70459292,$300,$817.00,,,Completed,CANCELED,COMPLETED
NorthGate Event Center,2022-03-18,0014W00002mrXb6QAE,33ad26c8-e18d-4af9-a638-59ceac171ba6,$0,$450.00,,,Completed,CANCELED,COMPLETED
York Manor Swim Club,2022-03-17,0014W00002mrV74QAE,365bd554-635f-4b28-9d70-09c730db72da,$0,$467.00,,,Completed,CANCELED,COMPLETED
Smokin Rev and Lady Qs Gourmet Barbeque,2022-03-17,0014W00002mrSoWQAU,d2f06295-e292-4285-87ee-1fb93a09720a,$300,"$1,017.00",,,Completed,CANCELED,COMPLETED
Three Brothers,2022-03-17,0014W00002mrVxeQAE,93bffb00-7094-4472-8221-aed4ed5f6c83,$0,$0.00,,,Unknown,CANCELED,NEW
Java House Sweet Shop LLC,2022-03-16,0014W00002mrUJGQA2,e84a4642-d823-4d1e-80bb-37d3e3f94425,"$1,368","$2,034.00",,,Not started,NEW,NEW
D&D’s Thru it all grill,2022-03-16,0014W00002mrU1IQAU,dd23d9b9-4c99-408c-925a-520938d17c16,$0,$318.00,,,Completed,COMPLETED,COMPLETED
The Golf Cabin,2022-03-16,0014W00002mrUb5QAE,465a3ac7-f637-4eb0-8302-f218f6f204ac,$0,"$1,066.00",,,Completed,COMPLETED,COMPLETED
Pickled Paradise,2022-03-16,0014W00002mrUTuQAM,442c1b44-4c57-4820-b481-cf49c4024776,$0,$0.00,,,Unknown,CANCELED,NEW
Golden Era Catering Company And Grill,2022-03-16,0014W00002mrTKXQA2,ff1df4e4-d460-402e-a060-c36bcfa717b7,$0,$0.00,,,Unknown,CANCELED,NEW
Munchie Life,2022-03-16,0014W00002mrUSSQA2,b67f2228-3a82-4c3a-a0b8-6dcdad75127b,$0,$0.00,,,Not started,NEW,NEW
"Bean There, Done That",2022-03-16,0014W00002mrUL7QAM,0a9ebbcc-614f-42e3-a6e4-c41b8f26249e,$0,$0.00,,,Completed,CANCELED,COMPLETED
Memas ICO Betty Tousignant,2022-03-16,0014W00002mrUVHQA2,ba1b5b29-c2d8-46ed-8f42-5a68a3fae0ad,$0,$318.00,,,Completed,CANCELED,COMPLETED
Bs Dough Co,2022-03-15,0014W00002mrSHkQAM,db7b9a4a-478a-43d5-b794-02451d5f6d5c,$0,$357.81,,,Unknown,CANCELED,NEW
Truckuterie,2022-03-15,0014W00002mrSpjQAE,64e41c79-dea3-4964-9123-d49273734d97,$0,$0.00,,,Not started,NEW,NEW
Short and Sweet llc,2022-03-15,0014W00002mrSPKQA2,8f05fc1d-daa7-4721-a6fb-0d5b093c27af,$0,$199.00,,,Completed,CANCELED,COMPLETED
Stuft Tators,2022-03-15,0014W00002mrRr9QAE,7d3affa6-141b-4f0c-bc3f-891092017849,$300,$618.00,,,Unknown,CANCELED,NEW
CoffeeMania,2022-03-15,0014W00002mrT3MQAU,75ae5d45-52a0-49ed-ad84-f752500e7e8b,"$3,000",$817.40,,,Completed,CANCELED,COMPLETED
Marion's Cafe,2022-03-15,0014W00002mrS84QAE,ccab139c-97ab-41d8-ad3e-0258b73fe576,$0,$0.00,,,Completed,CANCELED,COMPLETED
Dinny Skipper's Cafe,2022-03-15,0014W00002mrSf2QAE,7967569e-1912-4430-a82e-728052762ff2,$0,$518.00,,,Unknown,CANCELED,NEW
Ms. Betty's Kitchen,2022-03-14,0014W00002mrRMGQA2,881d8aee-c483-4213-8801-50cab5e21c99,$300,"$1,166.00",,,Completed,CANCELED,COMPLETED
Healthy Eats,2022-03-14,0014W00002mrQiuQAE,b15d3089-6175-43f3-9dd3-6dcf24a458c8,$0,$149.00,,,Completed,CANCELED,COMPLETED
The Coffee Box,2022-03-14,0014W00002mrGT2QAM,15c6c930-0f34-427b-b1a9-3c785e340418,$0,$399.00,,,Completed,CANCELED,COMPLETED
Masitas Grill,2022-03-14,0014W00002mrQNCQA2,29bb8d36-acd6-4752-8b15-2936ec72aa5e,$0,$199.00,,,Unknown,CANCELED,NEW
RS Worldquest inc.,2022-03-14,0014W00002mrPqUQAU,23f14b90-c048-4d86-b6fa-9509c91f7b9e,$0,$0.00,,,Unknown,CANCELED,NEW
TAYLOR SPRING FARM,2022-03-14,0014W00002mrPx0QAE,9e55942b-9dae-40a3-8770-3846d1b33ec4,$0,$149.00,,,Completed,CANCELED,COMPLETED
Caribbean Tacos LLC,2022-03-13,0014W00002mrPoEQAU,fdc37fab-4b67-4e79-8a1b-97b212f16d3e,$0,$0.00,,,Completed,CANCELED,COMPLETED
Min Silvers Cafe,2022-03-12,0014W00002mrPGbQAM,7be8c227-16b3-4e33-a6ec-7037b6806a6c,$0,$0.00,,,Unknown,CANCELED,NEW
Yonkers NY Style Pizzeria,2022-03-12,0014W00002mrPNHQA2,68117a3f-cc33-4c4e-b0e5-6548d91b0905,$0,$318.00,,,Unknown,CANCELED,NEW
El Sol Restaurant,2022-03-12,0014W00002mrOwUQAU,29736456-819a-4295-b5e6-bf5d8975416e,$0,$467.00,,,Completed,CANCELED,COMPLETED
Hype Lounge and Grill,2022-03-12,0014W00002mrPMTQA2,176143c8-b37e-4b7e-861c-048f245fc052,$0,$0.00,,,Completed,CANCELED,COMPLETED
Mcveytown OIP,2022-03-12,0014W00002mrOo6QAE,acd535b0-4cae-485f-89a9-d46f69e387dd,"$2,328","$1,855.00",,,Completed,CANCELED,COMPLETED
DeadProof Pizza Co,2022-03-12,0014W00002mrPLfQAM,66e15ae0-689d-42be-b9dc-de6431774c4e,$0,$318.00,,,Completed,ON_HOLD,COMPLETED
Macros Made EZ,2022-03-11,0014W00002mrOcPQAU,6650d799-c05e-4ce7-bce2-b2bd58fd35f6,$0,$318.00,,,Completed,CANCELED,COMPLETED
